Gene,Intervention_logFC,Intervention_P.Value,group,utr_length,AREScore,ARED_cluster,n_7mer_L2
PLP2,0.0507710780364556,0.5797311847907299,background,107,0.0,0,0
PIP5K1C,-0.0336655434915564,0.5797772719037769,background,2982,0.0,1,1
PINK1,0.0917113586044403,0.579862422369962,background,818,0.0,1,0
RDH16,-0.0685236128444176,0.580203857982433,background,1942,0.0,1,1
S1PR2,0.0624943251147612,0.580368403838555,background,2411,0.0,1,1
C13orf46,0.0508289603118602,0.580481470780639,background,3068,0.0,0,0
RNASE1,0.13900536415536402,0.5804978005846999,background,244,0.0,0,0
L3MBTL2,0.0667956766069084,0.580602305479026,background,1019,0.0,0,0
KTI12,0.0841258907466121,0.580609302231431,background,594,0.0,0,0
DHX37,0.0583243058164212,0.580669009271541,background,976,0.0,0,0
WASHC4,0.107634040033844,0.5807414808195589,background,2199,7.0,1,0
DMKN,-0.0461324269153016,0.580847906406376,background,319,0.0,0,0
UGGT1,-0.0694988758423384,0.5808633454388871,background,5935,2.0,1,1
SMARCAD1,-0.0657007356740694,0.580966775886614,background,1758,4.0,1,1
TWNK,0.0739504766185589,0.5811035856859089,background,1241,0.0,0,0
OMP,-0.10748020354530399,0.581144803580379,background,20,0.0,0,0
CHTF18,0.0813267703308941,0.581408429675668,background,97,0.0,0,0
CHPF2,0.287263276400229,0.581558027099752,background,939,0.0,1,0
NPIPB9,0.0822586297252103,0.5815806015838749,background,109,0.0,0,0
CDC34,0.116407397154781,0.581626078562824,background,535,0.0,0,0
NFX1,-0.0577687504475529,0.581634577042084,background,1894,1.0,1,0
IMPDH1,0.0907485199871293,0.58168059499943,background,717,0.0,0,0
CAMKK1,-0.0702500288778223,0.5817202294520519,background,1896,0.0,1,0
FUS,-0.0860053257096226,0.581780961980777,background,5525,2.0,1,1
TRMT61B,0.0604264728495798,0.581876760973904,background,375,0.0,0,0
MANF,-0.0872768954665631,0.582195473699094,background,308,0.0,1,0
LARP4B,-0.0379613219694219,0.5823066677187501,background,3429,6.0,1,0
TMEM45B,-0.0451361344108962,0.582551324439139,background,2579,1.0,1,1
RTL5,0.11037601518129599,0.5826309016683361,background,2721,0.0,1,0
FZD9,-0.0574827653148657,0.58269093602722,background,337,0.0,1,0
ARL16,0.0956672945444836,0.582773655724467,background,216,0.0,0,0
NDST1,0.0817774777109599,0.582831913916733,background,4879,1.0,1,0
DCANP1,-0.19343806925168697,0.5832241880464389,background,2160,0.0,1,0
SCD,-0.0628300081416572,0.583463456399386,background,3893,1.0,1,0
MS4A6A,0.0695774825862809,0.5836684511205171,background,2927,2.0,2,1
PDZD4,-0.129150270454201,0.58380380069376,background,1187,0.0,0,0
DDB2,0.0795976529030641,0.583821684803287,background,389,0.0,0,0
STIP1,0.105508101309922,0.58401317184196,background,417,0.0,1,1
CXorf38,-0.0594390824341692,0.5840576847041229,background,3243,1.0,1,1
RARG,-0.0528763993661035,0.5842549439354511,background,1110,1.0,2,2
RPS13,0.0547760165427937,0.58477483713648,background,44,0.0,0,0
NUDT17,0.0962143759189803,0.584858660530593,background,475,1.0,1,1
POU3F4,-0.114140927110788,0.5848862976515521,background,2717,4.0,1,1
ZNF354C,0.0498036593139641,0.585148636999375,background,3880,11.0,1,1
ZZEF1,-0.0613488558794801,0.585188964577551,background,2443,0.0,1,0
CD22,0.0920580159127734,0.585192269396004,background,662,0.0,0,0
DIABLO,0.0569693981383171,0.585297467524696,background,612,1.0,1,0
HAGHL,-0.10375679816241698,0.5854136563039279,background,259,0.0,0,0
NPC1,0.0571192641635304,0.585535544186271,background,1480,1.0,1,0
ATG3,-0.0469109505700888,0.5856374895952429,background,1686,10.0,2,0
LDAF1,-0.0542736716127522,0.5857047709986031,background,1774,0.0,1,1
CDK16,0.0590348961030574,0.585706372693896,background,220,0.0,0,0
SSB,-0.0673212388949772,0.585735278335216,background,299,0.0,0,0
DROSHA,-0.046544129364275995,0.585755776132736,background,280,1.0,1,0
TRIT1,-0.0437759927870606,0.5857789434902679,background,3634,4.0,1,2
RFWD3,-0.0501736011791782,0.585828616540149,background,2529,0.0,1,0
ZNF85,-0.047926645880089,0.5860959456370539,background,392,2.0,1,0
TAF15,0.0851210235034061,0.5861534103855871,background,283,0.0,0,0
DTX1,-0.0536923316055395,0.586224651056408,background,1089,0.0,1,0
POLD4,0.057238734399830994,0.586274571098765,background,447,0.0,0,0
ZNF254,0.0496639384095668,0.586296747429438,background,1981,8.0,1,1
C8orf33,-0.0571934717084001,0.586488025387802,background,1873,0.0,1,0
PLA2G6,0.0581301088364729,0.586680097113307,background,659,0.0,0,0
SH2B1,0.08925668908651299,0.586722889240533,background,219,0.0,0,0
NOC2L,0.0689137245341742,0.586782572233284,background,491,0.0,1,1
ZNF77,-0.0689045156546236,0.5868872611526099,background,268,1.0,1,1
ZMYM3,0.0762899230078357,0.586961455936923,background,1291,0.0,1,0
PNPLA8,-0.049579683726198004,0.58703658610765,background,1984,5.0,1,1
SYTL1,0.0705700185655024,0.5871417539441589,background,77,0.0,0,0
TAF1D,-0.0733250625682539,0.587286954213855,background,594,1.0,1,0
ZNF335,0.0705582718366813,0.5874867309875871,background,300,0.0,1,0
ST6GALNAC6,-0.13211143605370299,0.587513084973645,background,1278,0.0,0,0
ING4,0.0573766485342314,0.587640279818327,background,1083,0.0,1,0
TXNL4B,-0.0518057618106944,0.587650120961888,background,1780,2.0,1,0
NDUFB7,0.050937170103086,0.587820445512819,background,55,0.0,0,0
PARP12,-0.0899326849084104,0.5880343557490899,background,811,1.0,1,0
SHARPIN,0.0844192366783028,0.588236010269126,background,368,0.0,0,0
OSTC,-0.0777330934575222,0.588285275499135,background,555,0.0,0,0
TNKS,-0.0417133272182865,0.588327997397518,background,5609,5.0,1,1
UBE2O,-0.0816225771396354,0.588386924564531,background,1487,1.0,1,0
TSPAN14,0.0530754369364516,0.588450293124268,background,15148,3.0,1,2
VCAN,-0.0748050922248354,0.588574927557437,background,1868,6.0,1,1
RNF214,0.0468303531804382,0.588765719907505,background,2278,4.0,1,2
PCBP4,0.0789166731195429,0.588806168376905,background,602,0.0,0,0
TCTA,0.11100703082886301,0.5888976939450611,background,1613,0.0,1,0
EPS15L1,0.0486879630993893,0.588903386842428,background,1675,0.0,1,0
CDK11B,0.107293242008035,0.588916938706405,background,174,0.0,0,0
TXNDC2,0.0690097838637395,0.589159298823324,background,1134,2.0,1,1
CXCR1,0.0821171413519793,0.589191251873751,background,1318,0.0,0,0
PLEKHG2,-0.0813125106176728,0.589204600033068,background,3121,0.0,1,1
CDKN2D,0.0587345789304533,0.589221812954926,background,598,2.0,1,1
LILRB5,0.0775947125717988,0.58923598171045,background,1362,0.0,1,0
PSRC1,-0.124480225156658,0.589265831093696,background,565,0.0,0,0
DDX50,-0.0615333305254824,0.5893301186623922,background,217,0.0,0,0
HAT1,-0.0552391874504541,0.58967114537952,background,2801,3.0,1,0
ANG,-0.0547805319669478,0.58974984195654,background,175,0.0,0,0
NF2,-0.0557503693679659,0.5898017476455409,background,84,0.0,0,0
APOBEC3D,0.118531884000173,0.5898717335663289,background,945,0.0,0,0
ZNF232,0.0750441952290039,0.589919341212084,background,283,0.0,0,0
PIM1,-0.0821609952781553,0.5900179573649871,background,1337,9.0,4,4
ADCY7,-0.0830037145250818,0.590107761616736,background,2630,1.0,1,1
E2F4,0.0478389814703009,0.5902660889468989,background,795,0.0,1,0
YY1AP1,0.0641852638915641,0.590348100415087,background,795,5.0,1,0
GTF2A2,-0.0583845507008952,0.590413201462375,background,266,1.0,1,1
RNF157,0.0534446608248888,0.590596434745287,background,1975,1.0,1,0
RNF220,0.038646439558483,0.590601650195974,background,948,0.0,1,0
AGAP2,0.0626362946907682,0.59071088315674,background,2791,0.0,1,0
LSM14B,-0.0668962203096873,0.590935091858335,background,20,0.0,0,0
TWF1,0.31029365132979897,0.590938059603401,background,2125,5.0,1,0
SIN3A,-0.0628598921751863,0.591056086037507,background,3332,4.0,1,1
ARHGAP4,0.0620049226680759,0.591153592581024,background,20,0.0,0,0
HIP1,0.0645071286519164,0.591210991089371,background,4872,0.0,1,1
NFXL1,-0.0489984557584842,0.591379066165163,background,923,7.0,1,1
GSPT1,-0.131130159668806,0.591647350499672,background,4991,12.0,2,3
MYO19,-0.0614443865427588,0.5917584450933211,background,615,5.0,2,0
FLOT2,0.0733566706223598,0.591758722873256,background,1226,0.0,0,0
DCUN1D3,-0.0449739161228713,0.59180573688909,background,4989,6.0,1,2
MAP4K1,0.0677291799990802,0.591813324111423,background,48,0.0,0,0
GGT7,0.0611131701417876,0.592147172969034,background,162,0.0,0,0
SUPT6H,0.0672464271181681,0.5922245913143029,background,606,0.0,1,1
ZNF75D,-0.0435610444631054,0.59237473810817,background,1343,3.0,1,1
EDN1,0.0812867862970266,0.592446952249146,background,1125,3.0,1,1
C2CD2,0.0443370591795307,0.592550273189942,background,4010,1.0,1,1
PATL2,0.0557025616330339,0.592574121141155,background,218,0.0,0,0
ZC3H18,0.0501106918401757,0.592586680936834,background,660,1.0,1,0
STIM1,0.045300749898528,0.592657492530599,background,832,4.0,1,1
FCRL1,-0.0870710366458352,0.592802235718602,background,3850,11.0,2,4
KDM2A,-0.0637213156588852,0.5929505936911079,background,3027,2.0,1,0
TRIM65,0.0659334758862935,0.5929895072052189,background,1817,3.0,1,1
FNBP4,-0.0758945012105902,0.593037487275321,background,901,1.0,1,0
HORMAD1,0.0404325629477378,0.593114052795999,background,594,2.0,1,0
UBA7,0.0685860658720468,0.59331335699307,background,99,0.0,0,0
GMPPA,-0.0852357468211586,0.5933175122522829,background,20,0.0,0,0
CCT5,-0.0622414772601351,0.593339596382666,background,1606,0.0,1,1
UBE3B,-0.0578144379665197,0.5933858533252651,background,2619,3.0,1,0
C1orf53,0.0513441467613751,0.593413170698031,background,147,0.0,0,0
TNFRSF10A,-0.050709175173334,0.5935987940966171,background,1242,6.0,2,0
TIAL1,-0.0738922833040484,0.593662251900557,background,3863,6.0,1,1
NBPF8,-0.0931823775073696,0.5937113126417769,background,3455,1.0,1,0
HIPK2,-0.0455230195640025,0.5938700382306271,background,11357,9.0,1,1
NICOL1,0.101143877515551,0.594143185917959,background,38,0.0,0,0
INPP5D,0.0637016298616206,0.594264411449818,background,195,0.0,0,0
STX3,-0.0700763028395169,0.594302527178927,background,5054,2.0,1,0
MAPK7,0.0656861204389009,0.594352013582479,background,20,0.0,0,0
DYNC1LI2,-0.0733518498516309,0.5943643709122671,background,2826,6.0,1,1
TBCC,-0.0597356912084987,0.59436697585209,background,535,1.0,2,2
EPG5,-0.0465447252864983,0.5946652344939161,background,4858,8.0,1,1
H3C6,0.10635201129705198,0.59483413130699,background,1908,29.0,10,11
CCDC32,-0.063053804850988,0.595204372159555,background,958,1.0,1,0
CIC,0.0681476547409572,0.595303206727197,background,606,0.0,0,0
COA1,0.0439034271267825,0.595421973098325,background,3668,4.0,1,2
ISY1,-0.0576305131898832,0.595681120542531,background,886,0.0,1,0
CD52,0.0563611023309332,0.5957654579598289,background,221,0.0,0,0
MAPK13,0.0807445898839775,0.596117225511344,background,5148,1.0,1,1
PHC1,-0.079454944290276,0.596226290601942,background,3479,0.0,1,0
CCDC93,-0.0592518453648073,0.596233313640332,background,4768,0.0,1,0
MTF1,-0.0648938516704253,0.596236504546979,background,5562,5.0,2,0
AAGAB,-0.0449452664656175,0.596273107519526,background,2154,3.0,2,1
IER2,0.0626010543579979,0.596329996125865,background,3123,0.0,0,0
DPH5,0.0515521139289137,0.596505654112823,background,773,4.0,1,1
FBXL8,-0.0891997609305815,0.5966791692343261,background,722,1.0,1,0
EIF4EBP2,-0.0486353457201586,0.596721153357949,background,6871,4.0,1,0
NOTCH2NLA,-0.0518688923069105,0.5967302379049301,background,7288,17.0,1,4
RPL9,0.137060767824679,0.59674658335812,background,2796,4.0,1,0
CD300E,0.095866270455024,0.596759660616441,background,2768,1.0,1,0
PPCDC,0.0493811914298128,0.596805826091001,background,1489,0.0,1,0
KATNB1,0.0515470420931813,0.596811123204454,background,298,0.0,1,0
POGZ,0.11562628321705198,0.5968160975302049,background,2077,4.0,1,1
WDR19,-0.0412772854838506,0.596864271752689,background,1057,2.0,1,0
RNF44,-0.0656607581961862,0.5970931569981129,background,2319,1.0,1,1
NT5C3B,-0.0619931639900661,0.597218189806207,background,20,0.0,0,0
WIPI1,-0.045914551341196,0.5973886524771359,background,492,1.0,1,0
MICAL1,0.0799417565007,0.5975753617477889,background,20,0.0,0,0
MIEF2,-0.0523095576329477,0.597725210724304,background,20,0.0,0,0
SERPINH1,-0.10377716486822901,0.598071704455231,background,699,0.0,1,1
AP5S1,-0.0517624848805855,0.598220582404553,background,4541,0.0,1,1
NTAN1,-0.0456289935974226,0.59827979997323,background,20,0.0,0,0
IGSF6,-0.0654547044535824,0.598424689671723,background,1984,0.0,1,1
ZSCAN22,0.0508174989362762,0.598442071927564,background,3003,0.0,1,0
COPRS,0.0528709289666584,0.5988251190231021,background,20,0.0,0,0
SLC9A8,0.0755479027025237,0.598827733790981,background,4299,0.0,1,1
CLUH,-0.12490352594197901,0.5991929824582249,background,20,0.0,0,0
YTHDF1,-0.051513166289605006,0.599217578475227,background,1279,3.0,1,0
SLC25A4,-0.0886754732858537,0.5995237984928801,background,3411,5.0,1,1
SENP5,-0.0530179177256367,0.5996464792120411,background,3791,4.0,2,1
SNX30,-0.0444533438880358,0.59965954088004,background,6144,6.0,2,2
GABPA,-0.0541930025134118,0.5999513288168149,background,3228,5.0,1,2
ATP5MC1,0.0677705140744542,0.600049321832711,background,102,0.0,0,0
CYP2D6,0.105631243938764,0.600217867933885,background,75,0.0,0,0
ZNF225,-0.0563183743465939,0.6005007737326011,background,2041,3.0,2,1
GLRX5,-0.142479777521583,0.600726201770093,background,1451,1.0,1,0
RPP21,0.0840849053356611,0.60083214609101,background,84,0.0,0,0
TRIM4,0.0444910819284676,0.6008995861025179,background,1753,0.0,1,1
ABCC10,-0.0741974119314941,0.601003142259089,background,8533,0.0,1,0
POLR2D,-0.0594127666991136,0.60114766317204,background,4554,7.0,3,4
TMEM254,-0.063001637565266,0.601234686758175,background,1634,0.0,1,0
FCRL5,-0.086074668075412,0.60129707396929,background,2552,6.0,2,2
EDC3,0.0434147618176862,0.6014309335712379,background,20,0.0,0,0
FABP4,-0.0567469634512427,0.6014747187978051,background,1214,1.0,1,0
SELENON,-0.0792634518006073,0.601630827675544,background,2503,0.0,0,0
TMEM177,-0.057201588319635,0.601656785952171,background,793,0.0,1,0
NOC4L,0.0634390799364205,0.601659808935121,background,20,0.0,0,0
HNRNPF,-0.0600351264721027,0.601684084483365,background,1019,3.0,1,0
LRP10,0.0741259146729996,0.6017786661020429,background,4186,1.0,1,0
TRIOBP,0.052191911377058,0.6018238780418411,background,819,2.0,1,0
RALGAPA2,-0.0397435241949935,0.6019048599927901,background,3547,3.0,1,0
TMEM150B,0.0488373325908939,0.6020047464385,background,20,0.0,0,0
NOSIP,0.06080217895757099,0.602037364449647,background,20,0.0,0,0
REXO2,-0.05901292404075599,0.6020704047000179,background,131,0.0,0,0
ADGRE1,-0.0754795682789563,0.602087637376978,background,422,0.0,1,0
NKAPL,0.0944771167679164,0.6020901249834311,background,378,0.0,0,0
PANX1,-0.037002226584271,0.602337847019852,background,1099,1.0,1,0
IRAG1,-0.0695407095070234,0.6023542641289239,background,3241,1.0,1,1
MINK1,0.0585249547850648,0.602368362844663,background,284,0.0,0,0
TXK,-0.0580185399581577,0.60240974551003,background,4479,4.0,1,1
GDF11,0.0670606482542698,0.6024611624521159,background,7382,8.0,3,5
STK40,0.0660751927142037,0.6025692749445999,background,2123,1.0,1,2
ZNF3,-0.0506930769194562,0.6025894516932591,background,984,0.0,1,0
ZNF132,-0.0702542937245976,0.60269418777001,background,509,0.0,0,0
TMEM39B,0.0497240679828834,0.602825762377595,background,20,0.0,0,0
MED19,0.0928968952799477,0.6029765502092379,background,327,1.0,1,0
FASN,0.0772591693502777,0.603015527382528,background,805,0.0,1,1
TRPM6,0.0464470050142321,0.6033633887102801,background,2118,0.0,1,1
ZNF250,-0.0470240407353744,0.603390384199478,background,4560,2.0,1,0
SAFB,0.0703481068689407,0.603498949096121,background,36,0.0,0,0
LOXL3,0.0573310318516962,0.603880775875283,background,1002,0.0,1,0
YARS2,-0.04686511588015401,0.603883901267818,background,660,0.0,0,0
AZU1,-0.091880009365783,0.604034888277236,background,1031,0.0,0,0
THEMIS2,0.0634906234087124,0.604058171013397,background,751,0.0,1,0
NADSYN1,0.0585096702356549,0.6040823780616921,background,187,0.0,0,0
GTF2H4,-0.0575241909180638,0.60414555301809,background,123,0.0,1,0
TAF8,-0.0593474326149874,0.604151894245817,background,5727,4.0,1,1
C2CD4D,-0.0560257412711193,0.604748964461054,background,110,0.0,1,1
MED24,-0.0576265511749505,0.604971624121207,background,20,0.0,0,0
VEZT,-0.0380077314364121,0.6055371850306179,background,1924,7.0,1,0
FBXL19,-0.0643357715618873,0.605538348705278,background,20,0.0,0,0
SBK1,0.0574952272316092,0.605662872403069,background,2928,0.0,1,0
DUSP1,-0.0846403154990177,0.605702030151641,background,672,3.0,2,3
CSRP1,0.05634459995537099,0.605969917831393,background,1013,1.0,1,0
SMPD2,-0.0707887315459798,0.606041967959975,background,20,0.0,0,0
XRCC6,0.0750977501243574,0.606160922387062,background,219,0.0,0,0
IFI6,-0.12113707297809201,0.606179394485935,background,317,0.0,0,0
MTCH2,-0.0563451142184159,0.6062287106361229,background,1518,0.0,1,1
ZBTB3,-0.0682377397566083,0.606270339977051,background,1127,0.0,0,0
CRTC2,0.0599814692325368,0.6063309283640429,background,434,0.0,0,0
ILKAP,0.0477808302074262,0.606426543209319,background,20,0.0,0,0
OSBP2,-0.111931277993569,0.606432410625156,background,1481,1.0,1,0
LEFTY2,-0.0519668693450592,0.6064932829079389,background,838,1.0,1,0
RGS2,-0.0874403947719498,0.6066498318803271,background,679,1.0,1,0
TMEM19,-0.0718981157670117,0.606661014576783,background,4052,6.0,1,1
PROSER1,-0.0631396725255187,0.6068648818400121,background,1499,3.0,1,0
TMEM258,0.0547690579684936,0.607091613297147,background,1804,6.0,2,2
ATG16L2,0.0828205032636206,0.607243447703962,background,1139,0.0,1,0
IFI30,0.059652493508644,0.607422041960368,background,20,0.0,0,0
CAPRIN2,-0.0494718863380206,0.6075258846267161,background,881,0.0,1,0
HYAL3,0.0863565242059987,0.6078047855354449,background,20,0.0,0,0
TRAPPC6A,0.0498955359429733,0.6078378204950661,background,334,0.0,0,0
MRPS14,-0.0595384386287803,0.6078422946401429,background,1711,1.0,1,0
DBNDD2,0.0733647313298719,0.608140831660091,background,730,0.0,1,0
DUS3L,0.0674918094021329,0.6082070321435279,background,572,0.0,0,0
GAK,0.0540746168463808,0.6082604221512801,background,396,0.0,1,0
NLRC3,-0.0826636863593024,0.608279600434695,background,2792,2.0,1,5
BAK1,0.0626508123679635,0.608361207363768,background,1251,0.0,0,0
SLC22A4,-0.0550302642470241,0.608368751019655,background,355,0.0,0,0
IL11RA,0.120218309627023,0.6084166005317789,background,404,0.0,0,0
SSU72,0.0444285516977864,0.608504437496768,background,3687,0.0,1,0
SOX8,-0.113949213833662,0.608539257705373,background,2951,1.0,1,1
LMO2,0.0561153571079074,0.608554521812159,background,782,0.0,1,0
FOXO3,-0.0678518521824849,0.6086295011955299,background,4982,1.0,1,0
HCFC1,-0.0731098292370603,0.6087923367256409,background,1790,0.0,0,0
ARHGAP26,-0.0557953077233465,0.608811220967348,background,6565,1.0,1,3
MAPK1IP1L,-0.0804967410565629,0.6088668264291089,background,5567,6.0,1,2
CS,-0.0563437908773839,0.60903844003705,background,1383,0.0,1,1
KARS1,0.0697289091880694,0.6092391449076271,background,421,1.0,1,0
HSPA5,-0.0779989172467792,0.60927822231437,background,1739,0.0,1,0
CFD,0.0579670692433284,0.609409685864849,background,327,0.0,1,0
DNAJB2,-0.0768206932831187,0.6094230134577261,background,1903,0.0,1,0
NUBP2,0.0638674716547767,0.609526474594026,background,12,0.0,0,0
TM2D3,-0.0534692522191143,0.609642346574854,background,700,0.0,1,0
GNPTAB,-0.0629833540857097,0.6097153562652391,background,1850,4.0,1,1
THOC2,-0.0457909823670076,0.6100079337381,background,3198,5.0,1,1
PCK2,-0.060633004146464,0.6100203783308039,background,258,0.0,0,0
SDHAF4,-0.0520753988884987,0.610077359524035,background,845,1.0,1,0
AGMAT,0.0615713703760576,0.6101233829021651,background,1952,1.0,1,0
GABPB2,-0.0708573832611573,0.6103575521550311,background,7286,5.0,1,1
MRAS,-0.0386005053701692,0.610506566904684,background,3264,0.0,1,0
SLC11A2,-0.0532120837120222,0.610547467707202,background,2333,2.0,1,3
CHD8,-0.0628864870532692,0.610656829645611,background,414,1.0,1,0
KLHL18,0.0504037508249959,0.6106702274240191,background,2875,2.0,1,1
SLC10A3,0.0473343030971358,0.610735812159548,background,196,0.0,0,0
SUPT7L,-0.0743539424622553,0.610818254133905,background,2667,13.0,5,6
MRPL58,0.0621616532987528,0.610990421833738,background,20,0.0,0,0
FKBP2,0.0781173025433033,0.611125759904796,background,97,0.0,0,0
ALS2,-0.0348482735016653,0.61120185378114,background,2306,5.0,1,1
NFATC2,-0.0538557077919313,0.611247174227572,background,3176,3.0,1,1
MAP1LC3B2,-0.0383242995371647,0.6112841885135811,background,286,1.0,1,0
ZBTB21,-0.0598303349080613,0.611341620147442,background,4064,6.0,1,0
KCMF1,-0.0395166827687828,0.611347418382494,background,6063,5.0,1,4
DDX52,-0.0568335418831491,0.611413653422751,background,4515,6.0,2,1
GPRASP1,-0.0939317263804293,0.6114797091622429,background,979,0.0,1,0
TSSK4,-0.0871181493777738,0.611510228865052,background,278,1.0,1,0
DNASE1,0.0637125840450148,0.611556688366835,background,7519,2.0,1,0
NDC1,-0.0442493717530988,0.611783444193398,background,2492,4.0,1,0
CASP4,-0.066204663894305,0.611900446242449,background,111,1.0,1,0
YBX3,-0.14446164083719798,0.61195997973749,background,2199,8.0,1,2
COMMD3,0.06851561330946401,0.611962864091776,background,308,2.0,1,0
RPP25L,0.0688798639920855,0.612026365825343,background,310,0.0,1,0
THAP2,-0.0632129548540286,0.612158500482921,background,3536,10.0,2,4
MUS81,0.0666515797572012,0.612376259730139,background,20,0.0,0,0
THOC1,-0.0590259029137277,0.6125893303551171,background,1645,0.0,1,0
RPAP2,-0.0466612566502725,0.612757086608942,background,15045,7.0,1,2
GLTP,-0.04247754085639,0.613030872326843,background,1610,0.0,1,0
ZNF701,-0.0487758816574594,0.613191722864114,background,3717,1.0,1,0
HDHD5,0.0582074573460066,0.6134599801334909,background,442,0.0,0,0
GPC2,-0.0687199568307846,0.613557684794208,background,622,1.0,2,2
CHD4,0.068662473848698,0.613605604850256,background,20,0.0,0,0
RFC2,0.0546596128190337,0.6136121464146421,background,969,0.0,1,0
GTF2F1,0.05712705219134299,0.6137834270376379,background,20,0.0,0,0
SURF2,0.06735802795404,0.613990932830906,background,1076,1.0,1,1
CCM2,0.052120187477075995,0.6140879043372459,background,412,0.0,1,0
DNASE1L2,0.0782706991824343,0.6141050245874511,background,293,0.0,0,0
ZNF700,-0.0695941218164381,0.614308415216275,background,510,0.0,0,0
CIAO3,0.058720283336809995,0.6143874233969189,background,657,0.0,0,0
HSD11B1L,0.0584399178720539,0.614430479964429,background,577,0.0,1,0
SAP30BP,0.0514809769539777,0.6145414252481429,background,1538,0.0,1,0
ZIK1,-0.0566897424379249,0.614667352425557,background,2615,1.0,1,0
GTF2IRD2,-0.0524468574604286,0.6146747834452521,background,83,0.0,0,0
CNTROB,0.0682144709914262,0.614965090584913,background,20,0.0,0,0
SIRT3,0.0518280393389633,0.615214312047526,background,1646,0.0,1,0
ERG28,-0.0617597171431733,0.615310850980391,background,317,2.0,1,0
KCNC3,0.072105982333369,0.615363906184411,background,4178,1.0,1,0
TRIM35,0.0499653896130223,0.615546530155789,background,2663,0.0,1,2
CDKN1C,0.17538112154950597,0.615668946743204,background,703,1.0,1,1
EVI2A,-0.0758731966515123,0.615807247444723,background,1893,3.0,1,0
COTL1,0.0504022854635306,0.6158675665052861,background,1186,0.0,1,0
RGS19,0.0469519852030401,0.6161737244758629,background,664,1.0,1,1
SPMIP8,0.0505460220127538,0.616287358391271,background,690,0.0,1,0
TFEB,0.10294004445626101,0.616301799332917,background,561,0.0,0,0
SAAL1,-0.045919407621211,0.616324958800962,background,154,0.0,0,0
ALG10,-0.0667266431237803,0.616340555726681,background,1387,2.0,1,0
LLPH,-0.0498230217721546,0.6163439226629189,background,7285,10.0,1,1
SHROOM1,-0.0721786982621325,0.61652060422731,background,653,1.0,1,0
HNMT,0.0473933123610926,0.616592890622476,background,2234,5.0,1,0
RAB5IF,0.0567066921461349,0.6166420970669261,background,502,0.0,1,0
HSPB1,-0.0781941701373052,0.616643620940853,background,122,1.0,1,0
RPRM,-0.0820322093778764,0.616738755552188,background,898,2.0,1,0
NPRL2,0.0617962820627616,0.616755236839919,background,276,0.0,0,0
RCCD1,-0.0793763262710004,0.616873659545859,background,3747,1.0,1,1
STK25,0.0639237409703912,0.6169527830011999,background,20,0.0,0,0
BRCC3,-0.0532940556821545,0.617069916085563,background,1873,3.0,1,0
TUBGCP3,0.0444831285573623,0.6174348342036421,background,981,7.0,1,2
CD300A,0.0590384231497938,0.617488565431621,background,664,1.0,1,0
UBXN6,0.101011552767063,0.617548019566801,background,499,0.0,0,0
ADH5,0.0537160583117784,0.61755916393148,background,1077,1.0,1,0
VPS33B,0.126471905039475,0.6177413708608129,background,300,0.0,1,0
POLR2J2,-0.0932173714307373,0.617864405785729,background,1560,0.0,1,0
RPL28,0.0426383361775976,0.61787928953323,background,64,0.0,0,0
DDX56,0.0706693508683503,0.617938174064968,background,142,0.0,0,0
RANGAP1,-0.0603192352889724,0.617991368029026,background,1823,0.0,1,0
MSH5,-0.0780164805858198,0.618076533809927,background,145,0.0,0,0
RANBP1,0.0591395199093217,0.618189191839947,background,303,1.0,1,1
MFSD13A,-0.04821923834177799,0.6182594240156422,background,1061,0.0,1,0
PPP3CC,0.0419612035718479,0.6186157340341961,background,320,4.0,2,2
GTF3C5,-0.0646849599214669,0.618930786641402,background,521,0.0,0,0
GPAT4,0.051614537056609004,0.6189799482294129,background,3999,0.0,1,1
KLRG1,-0.0590467768511966,0.6190763557232939,background,1214,2.0,1,0
ZNF566,-0.0471429212851653,0.619145773889846,background,3858,8.0,1,1
SLC35E2B,-0.061101276898918006,0.619233331843031,background,4304,1.0,1,1
PUS3,-0.0576056802729439,0.6192642867701851,background,300,1.0,1,0
CFAP36,0.0487910646277073,0.6193491316325029,background,762,1.0,1,0
BBC3,0.0852110611223754,0.6197163317989661,background,978,0.0,0,0
MTFR1L,0.0494154085074135,0.619950175249409,background,20,0.0,0,0
ADPGK,-0.0623579337008564,0.6199659476650171,background,974,3.0,1,1
RXRA,0.0500410243098299,0.6199768003463281,background,3971,0.0,1,0
ARHGAP25,0.060220808828528004,0.62008227244362,background,639,0.0,1,1
DUSP18,0.0653972434225361,0.620101534315489,background,2095,0.0,1,0
GPS1,0.055213775366108,0.620177352818325,background,930,0.0,1,0
MAP7D1,0.069255619907667,0.6202789070257221,background,591,0.0,1,0
SHFL,0.06678773595607701,0.6203764249490931,background,940,0.0,0,0
FBXL16,0.0682666027576165,0.620431313665189,background,1348,0.0,0,0
AKT1S1,0.0730574798642024,0.6205494587609971,background,878,0.0,1,0
POLR2A,-0.0438431649758366,0.620641256918242,background,437,0.0,0,0
NBPF14,-0.0529747637466524,0.620730741123003,background,1620,0.0,1,0
CDC23,-0.0556538700557355,0.6207759443813481,background,592,8.0,2,2
VPS37B,0.0504258548899864,0.620802092327606,background,1783,0.0,1,0
SYS1,0.0476664555644109,0.621013204798893,background,2094,0.0,1,0
